PLZ,Name ,Landkreis,Bundesland
49744,Geeste,Landkreis Emsland,Niedersachsen
21502,Geesthacht,Kreis Herzogtum Lauenburg,Schleswig-Holstein
27624,Geestland,Landkreis Cuxhaven,Niedersachsen
27607,Geestland,Landkreis Cuxhaven,Niedersachsen
7926,Gefell,Landkreis Saale-Orla-Kreis,Thüringen
95482,Gefrees,Landkreis Bayreuth,Bayern
49596,Gehrde,Landkreis Osnabrück,Niedersachsen
30989,Gehrden,Landkreis Region Hannover,Niedersachsen
52511,Geilenkirchen,Kreis Heinsberg,Nordrhein-Westfalen
36419,Geisa,Landkreis Wartburgkreis,Thüringen
63826,Geiselbach,Landkreis Aschaffenburg,Bayern
67715,Geiselberg,Landkreis Südwestpfalz,Rheinland-Pfalz
94333,Geiselhöring,Landkreis Straubing-Bogen,Bayern
96160,Geiselwind,Landkreis Kitzingen,Bayern
85290,Geisenfeld,Landkreis Pfaffenhofen a.d. Ilm,Bayern
84144,Geisenhausen,Landkreis Landshut,Bayern
65366,Geisenheim,Landkreis Rheingau-Taunus-Kreis,Hessen
78187,Geisingen,Landkreis Tuttlingen,Baden-Württemberg
72351,Geislingen,Landkreis Zollernalbkreis,Baden-Württemberg
73312,Geislingen an der Steige,Landkreis Göppingen,Baden-Württemberg
4643,Geithain,Landkreis Leipzig,Sachsen
97255,"Gelchsheim, Sonderhofen",Landkreis Würzburg,Bayern
47608,Geldern,Kreis Kleve,Nordrhein-Westfalen
97505,Geldersheim,Landkreis Schweinfurt,Bayern
9423,Gelenau/Erzgeb.,Landkreis Erzgebirgskreis,Sachsen
63571,Gelnhausen,Landkreis Main-Kinzig-Kreis,Hessen
45899,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45897,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45896,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45894,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45892,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45891,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45889,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45888,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45886,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45883,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45881,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45879,Gelsenkirchen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
45884,Gelsenkirchen Rotthausen,Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen
82269,Geltendorf,Landkreis Landsberg am Lech,Bayern
24395,Gelting,Kreis Schleswig-Flensburg,Schleswig-Holstein
75050,Gemmingen,Landkreis Heilbronn,Baden-Württemberg
74376,Gemmrigheim,Landkreis Ludwigsburg,Baden-Württemberg
55490,Gemünden,Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz
35285,Gemünden,Landkreis Waldeck-Frankenberg,Hessen
35329,Gemünden (Felda),Landkreis Vogelsbergkreis,Hessen
97737,Gemünden a. Main,Landkreis Main-Spessart,Bayern
86682,Genderkingen,Landkreis Donau-Ries,Bayern
77723,Gengenbach,Landkreis Ortenaukreis,Baden-Württemberg
55457,Gensingen,Landkreis Mainz-Bingen,Rheinland-Pfalz
39307,"Genthin, Hohenseeden, Zabakuck u.a.",Landkreis Jerichower Land,Sachsen-Anhalt
92697,Georgenberg,Landkreis Neustadt a.d. Waldnaab,Bayern
91166,Georgensgmünd,Landkreis Roth,Bayern
99887,Georgenthal/ Thür. Wald,Landkreis Gotha,Thüringen
49124,Georgsmarienhütte,Landkreis Osnabrück,Niedersachsen
7552,Gera,Kreisfreie Stadt Gera,Thüringen
7551,Gera,Kreisfreie Stadt Gera,Thüringen
7549,Gera,Kreisfreie Stadt Gera,Thüringen
7548,Gera,Kreisfreie Stadt Gera,Thüringen
7546,Gera,Kreisfreie Stadt Gera,Thüringen
7545,Gera,Kreisfreie Stadt Gera,Thüringen
7557,"Gera, Zedlitz u.a.",Landkreis Greiz,Thüringen
74582,Gerabronn,Landkreis Schwäbisch Hall,Baden-Württemberg
96161,Gerach,Landkreis Bamberg,Bayern
84552,Geratskirchen,Landkreis Rottal-Inn,Bayern
97218,Gerbrunn,Landkreis Würzburg,Bayern
6347,Gerbstedt,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
29581,Gerdau,Landkreis Uelzen,Niedersachsen
82538,Geretsried,Landkreis Bad Tölz-Wolfratshausen,Bayern
91466,Gerhardshofen,Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern
9326,Geringswalde,Landkreis Mittelsachsen,Sachsen
70839,Gerlingen,Landkreis Ludwigsburg,Baden-Württemberg
87656,Germaringen,Landkreis Ostallgäu,Bayern
82110,Germering,Landkreis Fürstenfeldbruck,Bayern
76726,Germersheim,Landkreis Germersheim,Rheinland-Pfalz
76593,Gernsbach,Landkreis Rastatt,Baden-Württemberg
64579,Gernsheim,Landkreis Groß-Gerau,Hessen
97779,Geroda,Landkreis Bad Kissingen,Bayern
95179,Geroldsgrün,Landkreis Hof,Bayern
97256,Geroldshausen,Landkreis Würzburg,Bayern
91726,Gerolfingen,Landkreis Ansbach,Bayern
85302,Gerolsbach,Landkreis Pfaffenhofen a.d. Ilm,Bayern
67229,Gerolsheim,Landkreis Bad Dürkheim,Rheinland-Pfalz
54568,Gerolstein,Landkreis Vulkaneifel,Rheinland-Pfalz
97447,Gerolzhofen,Landkreis Schweinfurt,Bayern
9355,Gersdorf,Landkreis Zwickau,Sachsen
36129,Gersfeld,Landkreis Fulda,Hessen
66453,Gersheim,Landkreis Saarpfalz-Kreis,Saarland
89547,Gerstetten,Landkreis Heidenheim,Baden-Württemberg
86368,Gersthofen,Landkreis Augsburg,Bayern
99834,Gerstungen,Landkreis Wartburgkreis,Thüringen
84175,Gerzen,Landkreis Landshut,Bayern
23815,Geschendorf,Kreis Segeberg,Schleswig-Holstein
48712,Gescher,Kreis Borken,Nordrhein-Westfalen
98716,Geschwenda,Landkreis Ilm-Kreis,Thüringen
95494,Gesees,Landkreis Bayreuth,Bayern
59590,Geseke,Kreis Soest,Nordrhein-Westfalen
91608,Geslau,Landkreis Ansbach,Bayern
86459,Gessertshausen,Landkreis Augsburg,Bayern
24214,Gettorf u.a.,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
58285,Gevelsberg,Kreis Ennepe-Ruhr-Kreis,Nordrhein-Westfalen
56825,Gevenich,Landkreis Cochem-Zell,Rheinland-Pfalz
38384,Gevensleben,Landkreis Helmstedt,Niedersachsen
9468,Geyer,Landkreis Erzgebirgskreis,Sachsen
97232,Giebelstadt,Landkreis Würzburg,Bayern
37434,"Gieboldehausen, Rhumequelle",Landkreis Göttingen,Niedersachsen
89537,Giengen an der Brenz,Landkreis Heidenheim,Baden-Württemberg
31180,Giesen,Landkreis Hildesheim,Niedersachsen
35398,Gießen,Landkreis Gießen,Hessen
35396,Gießen,Landkreis Gießen,Hessen
35394,Gießen,Landkreis Gießen,Hessen
35392,Gießen,Landkreis Gießen,Hessen
35390,Gießen,Landkreis Gießen,Hessen
38518,Gifhorn,Landkreis Gifhorn,Niedersachsen
82205,Gilching,Landkreis Starnberg,Bayern
54558,Gillenfeld,Landkreis Vulkaneifel,Rheinland-Pfalz
34630,Gilserberg,Landkreis Schwalm-Eder-Kreis,Hessen
67578,Gimbsheim,Landkreis Alzey-Worms,Rheinland-Pfalz
73333,Gingen an der Fils,Landkreis Göppingen,Baden-Württemberg
18569,Gingst,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
65462,Ginsheim-Gustavsburg,Landkreis Groß-Gerau,Hessen
45968,Gladbeck,Kreis Recklinghausen,Nordrhein-Westfalen
45966,Gladbeck,Kreis Recklinghausen,Nordrhein-Westfalen
45964,Gladbeck,Kreis Recklinghausen,Nordrhein-Westfalen
35075,Gladenbach,Landkreis Marburg-Biedenkopf,Hessen
66907,Glan-Münchweiler,Landkreis Kusel,Rheinland-Pfalz
49219,Glandorf,Landkreis Osnabrück,Niedersachsen
23719,Glasau,Kreis Segeberg,Schleswig-Holstein
1768,Glashütte,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
95496,Glashütten,Landkreis Bayreuth,Bayern
61479,Glashütten,Landkreis Hochtaunuskreis,Hessen
63864,Glattbach,Landkreis Aschaffenburg,Bayern
72293,Glatten,Landkreis Freudenstadt,Baden-Württemberg
63695,Glauburg,Landkreis Wetteraukreis,Hessen
8371,Glauchau,Landkreis Zwickau,Sachsen
37130,Gleichen,Landkreis Göttingen,Niedersachsen
93477,Gleißenberg,Landkreis Cham,Bayern
18513,Glewitz,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
16548,Glienicke/Nordbahn,Landkreis Oberhavel,Brandenburg
21509,Glinde,Kreis Stormarn,Schleswig-Holstein
85625,Glonn,Landkreis Ebersberg,Bayern
89353,Glött,Landkreis Dillingen a.d. Donau,Bayern
79286,Glottertal,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
24960,"Glücksburg, Munkbrarup",Kreis Schleswig-Flensburg,Schleswig-Holstein
25348,Glückstadt,Kreis Steinburg,Schleswig-Holstein
83703,Gmund a. Tegernsee,Landkreis Miesbach,Bayern
27442,Gnarrenburg,Landkreis Rotenburg (Wümme),Niedersachsen
17179,Gnoien u.a.,Landkreis Rostock,Mecklenburg-Vorpommern
91728,Gnotzheim,Landkreis Weißenburg-Gunzenhausen,Bayern
24622,Gnutz,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
47574,Goch,Kreis Kleve,Nordrhein-Westfalen
97469,Gochsheim,Landkreis Schweinfurt,Bayern
2633,Göda,Landkreis Bautzen,Sachsen
73571,Göggingen,Landkreis Ostalbkreis,Baden-Württemberg
29473,Göhrde,Landkreis Lüchow-Dannenberg,Niedersachsen
63773,Goldbach,Landkreis Aschaffenburg,Bayern
39596,"Goldbeck, Arneburg u.a.",Landkreis Stendal,Sachsen-Anhalt
19399,Goldberg,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
49424,Goldenstedt,Landkreis Vechta,Niedersachsen
95497,Goldkronach,Landkreis Bayreuth,Bayern
67307,Göllheim,Landkreis Donnersbergkreis,Rheinland-Pfalz
37640,Golmbach,Landkreis Holzminden,Niedersachsen
15938,Golßen,Landkreis Dahme-Spreewald,Brandenburg
15328,"Golzow, Zechin u.a.",Landkreis Märkisch-Oderland,Brandenburg
72532,Gomadingen,Landkreis Reutlingen,Baden-Württemberg
72810,Gomaringen,Landkreis Tübingen,Baden-Württemberg
39245,"Gommern, Dannigkow",Landkreis Jerichower Land,Sachsen-Anhalt
67377,Gommersheim,Landkreis Südliche Weinstraße,Rheinland-Pfalz
75053,Gondelsheim,Landkreis Karlsruhe,Baden-Württemberg
67161,Gönnheim,Landkreis Bad Dürkheim,Rheinland-Pfalz
73037,Göppingen,Landkreis Göppingen,Baden-Württemberg
73035,Göppingen,Landkreis Göppingen,Baden-Württemberg
73033,Göppingen,Landkreis Göppingen,Baden-Württemberg
87657,Görisried,Landkreis Ostallgäu,Bayern
29475,Gorleben,Landkreis Lüchow-Dannenberg,Niedersachsen
2828,Görlitz,Landkreis Görlitz,Sachsen
2827,Görlitz,Landkreis Görlitz,Sachsen
2826,Görlitz,Landkreis Görlitz,Sachsen
9390,Gornsdorf,Landkreis Erzgebirgskreis,Sachsen
79733,Görwihl,Landkreis Waldshut,Baden-Württemberg
69517,Gorxheimertal,Landkreis Bergstraße,Hessen
14828,Görzke,Landkreis Potsdam-Mittelmark,Brandenburg
78559,Gosheim,Landkreis Tuttlingen,Baden-Württemberg
38690,Goslar,Landkreis Goslar,Niedersachsen
38644,Goslar,Landkreis Goslar,Niedersachsen
38642,Goslar,Landkreis Goslar,Niedersachsen
38640,Goslar,Landkreis Goslar,Niedersachsen
97780,Gössenheim,Landkreis Main-Spessart,Bayern
4639,Gößnitz,Landkreis Altenburger Land,Thüringen
91327,Gößweinstein,Landkreis Forchheim,Bayern
99867,Gotha,Landkreis Gotha,Thüringen
79288,Gottenheim,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
84177,Gottfrieding,Landkreis Dingolfing-Landau,Bayern
37085,Göttingen,Landkreis Göttingen,Niedersachsen
37083,Göttingen,Landkreis Göttingen,Niedersachsen
37081,Göttingen,Landkreis Göttingen,Niedersachsen
37079,Göttingen,Landkreis Göttingen,Niedersachsen
37077,Göttingen,Landkreis Göttingen,Niedersachsen
37075,Göttingen,Landkreis Göttingen,Niedersachsen
37073,Göttingen,Landkreis Göttingen,Niedersachsen
78244,Gottmadingen,Landkreis Konstanz,Baden-Württemberg
76676,Graben-Neudorf,Landkreis Karlsruhe,Baden-Württemberg
83355,Grabenstätt,Landkreis Traunstein,Bayern
72582,Grabenstetten,Landkreis Reutlingen,Baden-Württemberg
98631,Grabfeld,Landkreis Schmalkalden-Meiningen,Thüringen
19300,Grabow u.a.,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
17194,"Grabowhöfe, Moltzow u.a.",Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
82166,Gräfelfing,Landkreis München,Bayern
94481,Grafenau,Landkreis Freyung-Grafenau,Bayern
71120,Grafenau,Landkreis Böblingen,Baden-Württemberg
72661,Grafenberg,Landkreis Reutlingen,Baden-Württemberg
91322,Gräfenberg,Landkreis Forchheim,Bayern
97782,Gräfendorf,Landkreis Main-Spessart,Bayern
95356,Grafengehaig,Landkreis Kulmbach,Bayern
6773,Gräfenhainichen,Landkreis Wittenberg,Sachsen-Anhalt
6772,Gräfenhainichen,Landkreis Wittenberg,Sachsen-Anhalt
79865,Grafenhausen,Landkreis Waldshut,Baden-Württemberg
97506,Grafenrheinfeld,Landkreis Schweinfurt,Bayern
99330,Gräfenroda,Landkreis Ilm-Kreis,Thüringen
98743,Gräfenthal,Landkreis Saalfeld-Rudolstadt,Thüringen
93479,Grafenwiesen,Landkreis Cham,Bayern
92655,Grafenwöhr,Landkreis Neustadt a.d. Waldnaab,Bayern
38462,Grafhorst,Landkreis Helmstedt,Niedersachsen
85567,Grafing b. München,Landkreis Ebersberg,Bayern
94539,Grafling,Landkreis Deggendorf,Bayern
82284,Grafrath,Landkreis Fürstenfeldbruck,Bayern
53501,Grafschaft,Landkreis Ahrweiler,Rheinland-Pfalz
82491,Grainau,Landkreis Garmisch-Partenkirchen,Bayern
94143,Grainet,Landkreis Freyung-Grafenau,Bayern
16775,"Gransee, Löwenberg",Landkreis Oberhavel,Brandenburg
28879,Grasberg,Landkreis Osterholz,Niedersachsen
85630,Grasbrunn,Landkreis München,Bayern
64689,Grasellenbach,Landkreis Bergstraße,Hessen
83224,Grassau,Landkreis Traunstein,Bayern
94541,Grattersdorf,Landkreis Deggendorf,Bayern
61279,Grävenwiesbach,Landkreis Hochtaunuskreis,Hessen
36323,Grebenau,Landkreis Vogelsbergkreis,Hessen
36355,Grebenhain,Landkreis Vogelsbergkreis,Hessen
34393,Grebenstein,Landkreis Kassel,Hessen
24329,Grebin,Kreis Plön,Schleswig-Holstein
91171,Greding,Landkreis Roth,Bayern
47929,Grefrath,Kreis Viersen,Nordrhein-Westfalen
86926,Greifenberg,Landkreis Landsberg am Lech,Bayern
35753,Greifenstein,Landkreis Lahn-Dill-Kreis,Hessen
17493,Greifswald,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
17491,Greifswald,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
17489,Greifswald,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
7973,Greiz,Landkreis Greiz,Thüringen
91350,Gremsdorf,Landkreis Erlangen-Höchstadt,Bayern
79639,Grenzach-Wyhlen,Landkreis Lörrach,Baden-Württemberg
97508,Grettstadt,Landkreis Schweinfurt,Bayern
99718,Greußen Clingen Großenehrich,Landkreis Kyffhäuserkreis,Thüringen
97259,Greußenheim,Landkreis Würzburg,Bayern
48268,Greven,Kreis Steinfurt,Nordrhein-Westfalen
41517,Grevenbroich,Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen
41516,Grevenbroich,Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen
41515,Grevenbroich,Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen
23936,"Grevesmühlen, Stepenitztal, Upahl u.a.",Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
94086,Griesbach i. Rottal,Landkreis Passau,Bayern
64347,Griesheim,Landkreis Darmstadt-Dieburg,Hessen
89608,Griesingen,Landkreis Alb-Donau-Kreis,Baden-Württemberg
83556,Griesstätt,Landkreis Rosenheim,Bayern
4668,Grimma,Landkreis Leipzig,Sachsen
18507,Grimmen,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
82194,Gröbenzell,Landkreis Fürstenfeldbruck,Bayern
1609,"Gröditz, Wülknitz, Röderaue",Landkreis Meißen,Sachsen
4539,Groitzsch,Landkreis Leipzig,Sachsen
72294,Grömbach,Landkreis Freudenstadt,Baden-Württemberg
23743,Grömitz,Kreis Ostholstein,Schleswig-Holstein
48599,Gronau,Kreis Borken,Nordrhein-Westfalen
31028,Gronau (Leine),Landkreis Hildesheim,Niedersachsen
22956,Grönwohld,Kreis Stormarn,Schleswig-Holstein
23627,Groß Grönau,Kreis Herzogtum Lauenburg,Schleswig-Holstein
15746,Groß Köris,Landkreis Dahme-Spreewald,Brandenburg
14550,Groß Kreutz,Landkreis Potsdam-Mittelmark,Brandenburg
24626,Groß Kummerfeld,Kreis Segeberg,Schleswig-Holstein
17349,Groß Miltzow,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
29393,Groß Oesingen,Landkreis Gifhorn,Niedersachsen
24872,Groß Rheide,Kreis Schleswig-Flensburg,Schleswig-Holstein
38464,Groß Twülpstedt,Landkreis Helmstedt,Niedersachsen
24361,Groß Wittensee,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
64401,Groß-Bieberau,Landkreis Darmstadt-Dieburg,Hessen
64521,Groß-Gerau,Landkreis Groß-Gerau,Hessen
68649,Groß-Rohrheim,Landkreis Bergstraße,Hessen
64823,Groß-Umstadt,Landkreis Darmstadt-Dieburg,Hessen
64846,Groß-Zimmern,Landkreis Darmstadt-Dieburg,Hessen
86845,Großaitingen,Landkreis Augsburg,Bayern
37247,Großalmerode,Landkreis Werra-Meißner-Kreis,Hessen
14979,Großbeeren,Landkreis Teltow-Fläming,Brandenburg
72663,Großbettlingen,Landkreis Esslingen,Baden-Württemberg
71723,Großbottwar,Landkreis Ludwigsburg,Baden-Württemberg
98701,Großbreitenbach,Landkreis Ilm-Kreis,Thüringen
2694,"Großdubrau, Malschwitz",Landkreis Bautzen,Sachsen
26629,Großefehn,Landkreis Aurich,Niedersachsen
72415,Grosselfingen,Landkreis Zollernalbkreis,Baden-Württemberg
24623,Großenaspe,Kreis Segeberg,Schleswig-Holstein
23775,Großenbrode,Kreis Ostholstein,Schleswig-Holstein
99991,"Großengottern, Heroldishausen",Landkreis Unstrut-Hainich-Kreis,Thüringen
1558,Großenhain,Landkreis Meißen,Sachsen
1561,"Großenhain, Ebersbach u.a.",Landkreis Meißen,Sachsen
26197,Großenkneten,Landkreis Oldenburg,Niedersachsen
36137,Großenlüder,Landkreis Fulda,Hessen
91091,Großenseebach,Landkreis Erlangen-Höchstadt,Bayern
24969,"Großenwiehe, Lindewitt",Kreis Schleswig-Flensburg,Schleswig-Holstein
21712,Großenwörden,Landkreis Stade,Niedersachsen
71577,Großerlach,Landkreis Rems-Murr-Kreis,Baden-Württemberg
99100,"Großfahner, Dachwig u.a.",Landkreis Gotha,Thüringen
90613,Großhabersdorf,Landkreis Fürth,Bayern
22927,Großhansdorf,Kreis Stormarn,Schleswig-Holstein
24625,Großharrie,Kreis Plön,Schleswig-Holstein
1909,"Großharthau, Frankenthal",Landkreis Bautzen,Sachsen
26532,Großheide,Landkreis Aurich,Niedersachsen
96269,Großheirath,Landkreis Coburg,Bayern
63920,Großheubach,Landkreis Miltenberg,Bayern
83109,Großkarolinenfeld,Landkreis Rosenheim,Bayern
63538,Großkrotzenburg,Landkreis Main-Kinzig-Kreis,Hessen
54534,Großlittgen,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
56276,Großmaischeid,Landkreis Neuwied,Rheinland-Pfalz
85098,Großmehring,Landkreis Eichstätt,Bayern
9432,Großolbersdorf,Landkreis Erzgebirgskreis,Sachsen
63762,Großostheim,Landkreis Aschaffenburg,Bayern
4463,Großpösna,Landkreis Leipzig,Sachsen
1983,Großräschen,Landkreis Oberspreewald-Lausitz,Brandenburg
97950,Großrinderfeld,Landkreis Main-Tauber-Kreis,Baden-Württemberg
1900,"Großröhrsdorf, Bretnig-Hauswalde",Landkreis Bautzen,Sachsen
66352,Großrosseln,Landkreis Regionalverband Saarbrücken,Saarland
9518,Großrückerswalde,Landkreis Erzgebirgskreis,Sachsen
99195,"Großrudestedt, Schloßvippach u.a.",Landkreis Sömmerda,Thüringen
9603,Großschirma,Landkreis Mittelsachsen,Sachsen
2799,Großschönau,Landkreis Görlitz,Sachsen
2779,Großschönau,Landkreis Görlitz,Sachsen
24991,Großsolt,Kreis Schleswig-Flensburg,Schleswig-Holstein
99958,"Großvargula, Tonna",Landkreis Gotha,Thüringen
63868,Großwallstadt,Landkreis Miltenberg,Bayern
82439,Großweil,Landkreis Bad Tölz-Wolfratshausen,Bayern
96271,Grub a. Forst,Landkreis Coburg,Bayern
23749,Grube,Kreis Ostholstein,Schleswig-Holstein
73344,Gruibingen,Landkreis Göppingen,Baden-Württemberg
67745,Grumbach,Landkreis Kusel,Rheinland-Pfalz
35305,Grünberg,Landkreis Gießen,Hessen
63584,Gründau,Landkreis Main-Kinzig-Kreis,Hessen
21720,Grünendeich,Landkreis Stade,Niedersachsen
31073,"Grünenplan, Delligsen",Landkreis Holzminden,Niedersachsen
8344,Grünhain-Beierfeld,Landkreis Erzgebirgskreis,Sachsen
9579,Grünhainichen,Landkreis Erzgebirgskreis,Sachsen
88287,Grünkraut,Landkreis Ravensburg,Baden-Württemberg
97947,Grünsfeld,Landkreis Main-Tauber-Kreis,Baden-Württemberg
67269,Grünstadt,Landkreis Bad Dürkheim,Rheinland-Pfalz
82031,Grünwald,Landkreis München,Bayern
74417,Gschwend,Landkreis Ostalbkreis,Baden-Württemberg
83257,Gstadt a. Chiemsee,Landkreis Rosenheim,Bayern
3172,"Guben, Schenkendöbern",Landkreis Spree-Neiße,Brandenburg
34281,Gudensberg,Landkreis Schwalm-Eder-Kreis,Hessen
23899,Gudow,Kreis Herzogtum Lauenburg,Schleswig-Holstein
74363,Güglingen,Landkreis Heilbronn,Baden-Württemberg
55452,Guldental,Landkreis Bad Kreuznach,Rheinland-Pfalz
21483,Gülzow,Kreis Herzogtum Lauenburg,Schleswig-Holstein
51647,Gummersbach,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
51645,Gummersbach,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
51643,Gummersbach,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
16866,"Gumtow, Kyritz u.a.",Landkreis Prignitz,Brandenburg
89423,Gundelfingen a.d. Donau,Landkreis Dillingen a.d. Donau,Bayern
79194,"Gundelfingen, Heuweiler",Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
96163,Gundelsheim,Landkreis Bamberg,Bayern
74831,Gundelsheim,Landkreis Heilbronn,Baden-Württemberg
67598,Gundersheim,Landkreis Alzey-Worms,Rheinland-Pfalz
67724,"Gundersweiler, Gonbach u.a.",Landkreis Donnersbergkreis,Rheinland-Pfalz
67599,Gundheim,Landkreis Alzey-Worms,Rheinland-Pfalz
89355,Gundremmingen,Landkreis Günzburg,Bayern
78594,Gunningen,Landkreis Tuttlingen,Baden-Württemberg
67583,Guntersblum,Landkreis Mainz-Bingen,Rheinland-Pfalz
97261,Güntersleben,Landkreis Würzburg,Bayern
89312,Günzburg,Landkreis Günzburg,Bayern
91710,Gunzenhausen,Landkreis Weißenburg-Gunzenhausen,Bayern
29476,Gusborn,Landkreis Lüchow-Dannenberg,Niedersachsen
54413,Gusenburg,Landkreis Trier-Saarburg,Rheinland-Pfalz
39439,Güsten,Landkreis Salzlandkreis,Sachsen-Anhalt
18273,Güstrow,Landkreis Rostock,Mecklenburg-Vorpommern
77793,Gutach (Schwarzwaldbahn),Landkreis Ortenaukreis,Baden-Württemberg
79261,Gutach im Breisgau,Landkreis Emmendingen,Baden-Württemberg
78148,Gütenbach,Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg
92543,Guteneck,Landkreis Schwandorf,Bayern
91468,Gutenstetten,Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern
88484,Gutenzell-Hürbel,Landkreis Biberach,Baden-Württemberg
39264,"Güterglück, Lindau, Deetz u.a.",Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
33335,Gütersloh,Kreis Gütersloh,Nordrhein-Westfalen
